"";"data";"rating";"vertice";"valor";"indexador"
"984";2020-04-30;"A";"9";3,4391;"DI+"
"985";2020-04-30;"A";"10";3,4528;"DI+"
"986";2020-04-30;"A";"11";3,4641;"DI+"
"987";2020-04-30;"A";"12";3,4734;"DI+"
"988";2020-04-30;"A";"13";3,4813;"DI+"
"989";2020-04-30;"A";"14";3,4881;"DI+"
"990";2020-04-30;"A";"15";3,494;"DI+"
"991";2020-05-31;"A";"1";2,5154;"DI+"
"992";2020-05-31;"A";"2";2,8955;"DI+"
"993";2020-05-31;"A";"3";3,0381;"DI+"
"994";2020-05-31;"A";"4";3,1101;"DI+"
"995";2020-05-31;"A";"5";3,1534;"DI+"
"996";2020-05-31;"A";"6";3,1822;"DI+"
"997";2020-05-31;"A";"7";3,2028;"DI+"
"998";2020-05-31;"A";"8";3,2183;"DI+"
"999";2020-05-31;"A";"9";3,2303;"DI+"
"1000";2020-05-31;"A";"10";3,2399;"DI+"
"1001";2020-05-31;"A";"11";3,2478;"DI+"
"1002";2020-05-31;"A";"12";3,2544;"DI+"
"1003";2020-05-31;"A";"13";3,2599;"DI+"
"1004";2020-05-31;"A";"14";3,2647;"DI+"
"1005";2020-05-31;"A";"15";3,2688;"DI+"
"1006";2020-06-30;"A";"1";2,3319;"DI+"
"1007";2020-06-30;"A";"2";2,6478;"DI+"
"1008";2020-06-30;"A";"3";2,7626;"DI+"
"1009";2020-06-30;"A";"4";2,8203;"DI+"
"1010";2020-06-30;"A";"5";2,8549;"DI+"
"1011";2020-06-30;"A";"6";2,878;"DI+"
"1012";2020-06-30;"A";"7";2,8945;"DI+"
"1013";2020-06-30;"A";"8";2,9069;"DI+"
"1014";2020-06-30;"A";"9";2,9165;"DI+"
"1015";2020-06-30;"A";"10";2,9242;"DI+"
"1016";2020-06-30;"A";"11";2,9305;"DI+"
"1017";2020-06-30;"A";"12";2,9357;"DI+"
"1018";2020-06-30;"A";"13";2,9402;"DI+"
"1019";2020-06-30;"A";"14";2,944;"DI+"
"1020";2020-06-30;"A";"15";2,9473;"DI+"
"1021";2020-07-31;"A";"1";1,8427;"DI+"
"1022";2020-07-31;"A";"2";2,1841;"DI+"
"1023";2020-07-31;"A";"3";2,4311;"DI+"
"1024";2020-07-31;"A";"4";2,613;"DI+"
"1025";2020-07-31;"A";"5";2,7494;"DI+"
"1026";2020-07-31;"A";"6";2,8537;"DI+"
"1027";2020-07-31;"A";"7";2,9349;"DI+"
"1028";2020-07-31;"A";"8";2,9992;"DI+"
"1029";2020-07-31;"A";"9";3,0509;"DI+"
"1030";2020-07-31;"A";"10";3,0933;"DI+"
"1031";2020-07-31;"A";"11";3,1285;"DI+"
"1032";2020-07-31;"A";"12";3,158;"DI+"
"1033";2020-07-31;"A";"13";3,1832;"DI+"
"1034";2020-07-31;"A";"14";3,2048;"DI+"
"1035";2020-07-31;"A";"15";3,2236;"DI+"
"1036";2020-08-31;"A";"1";1,9335;"DI+"
"1037";2020-08-31;"A";"2";2,2242;"DI+"
"1038";2020-08-31;"A";"3";2,3667;"DI+"
"1039";2020-08-31;"A";"4";2,4459;"DI+"
"1040";2020-08-31;"A";"5";2,4949;"DI+"
"1041";2020-08-31;"A";"6";2,5279;"DI+"
"1042";2020-08-31;"A";"7";2,5516;"DI+"
"1043";2020-08-31;"A";"8";2,5693;"DI+"
"1044";2020-08-31;"A";"9";2,5831;"DI+"
"1045";2020-08-31;"A";"10";2,5941;"DI+"
"1046";2020-08-31;"A";"11";2,6032;"DI+"
"1047";2020-08-31;"A";"12";2,6107;"DI+"
"1048";2020-08-31;"A";"13";2,617;"DI+"
"1049";2020-08-31;"A";"14";2,6225;"DI+"
"1050";2020-08-31;"A";"15";2,6272;"DI+"
"1051";2020-09-30;"A";"1";2,2409;"DI+"
"1052";2020-09-30;"A";"2";2,493;"DI+"
"1053";2020-09-30;"A";"3";2,5979;"DI+"
"1054";2020-09-30;"A";"4";2,6522;"DI+"
"1055";2020-09-30;"A";"5";2,685;"DI+"
"1056";2020-09-30;"A";"6";2,7069;"DI+"
"1057";2020-09-30;"A";"7";2,7226;"DI+"
"1058";2020-09-30;"A";"8";2,7343;"DI+"
"1059";2020-09-30;"A";"9";2,7434;"DI+"
"1060";2020-09-30;"A";"10";2,7507;"DI+"
"1061";2020-09-30;"A";"11";2,7567;"DI+"
"1062";2020-09-30;"A";"12";2,7617;"DI+"
"1063";2020-09-30;"A";"13";2,7659;"DI+"
"1064";2020-09-30;"A";"14";2,7695;"DI+"
"1065";2020-09-30;"A";"15";2,7726;"DI+"
"1066";2020-10-31;"A";"1";2,2219;"DI+"
"1067";2020-10-31;"A";"2";2,4287;"DI+"
"1068";2020-10-31;"A";"3";2,5047;"DI+"
"1069";2020-10-31;"A";"4";2,5429;"DI+"
"1070";2020-10-31;"A";"5";2,5659;"DI+"
"1071";2020-10-31;"A";"6";2,5812;"DI+"
"1072";2020-10-31;"A";"7";2,5921;"DI+"
"1073";2020-10-31;"A";"8";2,6003;"DI+"
"1074";2020-10-31;"A";"9";2,6067;"DI+"
"1075";2020-10-31;"A";"10";2,6118;"DI+"
"1076";2020-10-31;"A";"11";2,616;"DI+"
"1077";2020-10-31;"A";"12";2,6195;"DI+"
"1078";2020-10-31;"A";"13";2,6224;"DI+"
"1079";2020-10-31;"A";"14";2,6249;"DI+"
"1080";2020-10-31;"A";"15";2,6271;"DI+"
"1081";2020-11-30;"A";"1";2,0378;"DI+"
"1082";2020-11-30;"A";"2";2,3073;"DI+"
"1083";2020-11-30;"A";"3";2,4216;"DI+"
"1084";2020-11-30;"A";"4";2,4812;"DI+"
"1085";2020-11-30;"A";"5";2,5173;"DI+"
"1086";2020-11-30;"A";"6";2,5414;"DI+"
"1087";2020-11-30;"A";"7";2,5586;"DI+"
"1088";2020-11-30;"A";"8";2,5715;"DI+"
"1089";2020-11-30;"A";"9";2,5815;"DI+"
"1090";2020-11-30;"A";"10";2,5895;"DI+"
"1091";2020-11-30;"A";"11";2,5961;"DI+"
"1092";2020-11-30;"A";"12";2,6016;"DI+"
"1093";2020-11-30;"A";"13";2,6062;"DI+"
"1094";2020-11-30;"A";"14";2,6102;"DI+"
"1095";2020-11-30;"A";"15";2,6136;"DI+"
"1096";2020-12-31;"A";"1";1,8172;"DI+"
"1097";2020-12-31;"A";"2";2,1182;"DI+"
"1098";2020-12-31;"A";"3";2,2966;"DI+"
"1099";2020-12-31;"A";"4";2,4084;"DI+"
"1100";2020-12-31;"A";"5";2,4826;"DI+"
"1101";2020-12-31;"A";"6";2,5344;"DI+"
"1102";2020-12-31;"A";"7";2,5721;"DI+"
"1103";2020-12-31;"A";"8";2,6006;"DI+"
"1104";2020-12-31;"A";"9";2,6229;"DI+"
"1105";2020-12-31;"A";"10";2,6408;"DI+"
"1106";2020-12-31;"A";"11";2,6554;"DI+"
"1107";2020-12-31;"A";"12";2,6676;"DI+"
"1108";2020-12-31;"A";"13";2,6779;"DI+"
"1109";2020-12-31;"A";"14";2,6868;"DI+"
"1110";2020-12-31;"A";"15";2,6945;"DI+"
"1111";2021-01-31;"A";"1";1,8073;"DI+"
"1112";2021-01-31;"A";"2";2,089;"DI+"
"1113";2021-01-31;"A";"3";2,2269;"DI+"
"1114";2021-01-31;"A";"4";2,3036;"DI+"
"1115";2021-01-31;"A";"5";2,351;"DI+"
"1116";2021-01-31;"A";"6";2,3829;"DI+"
"1117";2021-01-31;"A";"7";2,4058;"DI+"
"1118";2021-01-31;"A";"8";2,4229;"DI+"
"1119";2021-01-31;"A";"9";2,4363;"DI+"
"1120";2021-01-31;"A";"10";2,447;"DI+"
"1121";2021-01-31;"A";"11";2,4557;"DI+"
"1122";2021-01-31;"A";"12";2,463;"DI+"
"1123";2021-01-31;"A";"13";2,4691;"DI+"
"1124";2021-01-31;"A";"14";2,4744;"DI+"
"1125";2021-01-31;"A";"15";2,479;"DI+"
"1126";2021-02-28;"A";"1";1,652;"DI+"
"1127";2021-02-28;"A";"2";1,8932;"DI+"
"1128";2021-02-28;"A";"3";2,0104;"DI+"
"1129";2021-02-28;"A";"4";2,0754;"DI+"
"1130";2021-02-28;"A";"5";2,1155;"DI+"
"1131";2021-02-28;"A";"6";2,1424;"DI+"
"1132";2021-02-28;"A";"7";2,1617;"DI+"
"1133";2021-02-28;"A";"8";2,1762;"DI+"
"1134";2021-02-28;"A";"9";2,1875;"DI+"
"1135";2021-02-28;"A";"10";2,1965;"DI+"
"1136";2021-02-28;"A";"11";2,2039;"DI+"
"1137";2021-02-28;"A";"12";2,21;"DI+"
"1138";2021-02-28;"A";"13";2,2152;"DI+"
"1139";2021-02-28;"A";"14";2,2197;"DI+"
"1140";2021-02-28;"A";"15";2,2235;"DI+"
"1141";2021-03-31;"A";"1";1,7624;"DI+"
"1142";2021-03-31;"A";"2";1,9532;"DI+"
"1143";2021-03-31;"A";"3";2,0635;"DI+"
"1144";2021-03-31;"A";"4";2,1316;"DI+"
"1145";2021-03-31;"A";"5";2,1762;"DI+"
"1146";2021-03-31;"A";"6";2,2071;"DI+"
"1147";2021-03-31;"A";"7";2,2295;"DI+"
"1148";2021-03-31;"A";"8";2,2465;"DI+"
"1149";2021-03-31;"A";"9";2,2597;"DI+"
"1150";2021-03-31;"A";"10";2,2703;"DI+"
"1151";2021-03-31;"A";"11";2,279;"DI+"
"1152";2021-03-31;"A";"12";2,2862;"DI+"
"1153";2021-03-31;"A";"13";2,2923;"DI+"
"1154";2021-03-31;"A";"14";2,2975;"DI+"
"1155";2021-03-31;"A";"15";2,3021;"DI+"
"1156";2021-04-30;"A";"1";1,475;"DI+"
"1157";2021-04-30;"A";"2";1,7625;"DI+"
"1158";2021-04-30;"A";"3";1,9215;"DI+"
"1159";2021-04-30;"A";"4";2,0166;"DI+"
"1160";2021-04-30;"A";"5";2,0778;"DI+"
"1161";2021-04-30;"A";"6";2,1197;"DI+"
"1162";2021-04-30;"A";"7";2,15;"DI+"
"1163";2021-04-30;"A";"8";2,1728;"DI+"
"1164";2021-04-30;"A";"9";2,1905;"DI+"
"1165";2021-04-30;"A";"10";2,2047;"DI+"
"1166";2021-04-30;"A";"11";2,2163;"DI+"
"1167";2021-04-30;"A";"12";2,226;"DI+"
"1168";2021-04-30;"A";"13";2,2342;"DI+"
"1169";2021-04-30;"A";"14";2,2413;"DI+"
"1170";2021-04-30;"A";"15";2,2474;"DI+"
"1171";2021-05-31;"A";"1";1,5232;"DI+"
"1172";2021-05-31;"A";"2";1,7528;"DI+"
"1173";2021-05-31;"A";"3";1,8835;"DI+"
"1174";2021-05-31;"A";"4";1,9632;"DI+"
"1175";2021-05-31;"A";"5";2,015;"DI+"
"1176";2021-05-31;"A";"6";2,0508;"DI+"
"1177";2021-05-31;"A";"7";2,0767;"DI+"
"1178";2021-05-31;"A";"8";2,0963;"DI+"
"1179";2021-05-31;"A";"9";2,1115;"DI+"
"1180";2021-05-31;"A";"10";2,1237;"DI+"
"1181";2021-05-31;"A";"11";2,1337;"DI+"
"1182";2021-05-31;"A";"12";2,142;"DI+"
"1183";2021-05-31;"A";"13";2,149;"DI+"
"1184";2021-05-31;"A";"14";2,1551;"DI+"
"1185";2021-05-31;"A";"15";2,1603;"DI+"
"1186";2021-06-30;"A";"1";1,4804;"DI+"
"1187";2021-06-30;"A";"2";1,6595;"DI+"
"1188";2021-06-30;"A";"3";1,787;"DI+"
"1189";2021-06-30;"A";"4";1,8796;"DI+"
"1190";2021-06-30;"A";"5";1,9483;"DI+"
"1191";2021-06-30;"A";"6";2,0003;"DI+"
"1192";2021-06-30;"A";"7";2,0405;"DI+"
"1193";2021-06-30;"A";"8";2,0721;"DI+"
"1194";2021-06-30;"A";"9";2,0975;"DI+"
"1195";2021-06-30;"A";"10";2,1182;"DI+"
"1196";2021-06-30;"A";"11";2,1353;"DI+"
"1197";2021-06-30;"A";"12";2,1496;"DI+"
"1198";2021-06-30;"A";"13";2,1619;"DI+"
"1199";2021-06-30;"A";"14";2,1724;"DI+"
"1200";2021-06-30;"A";"15";2,1815;"DI+"
"1201";2021-07-31;"A";"1";1,5036;"DI+"
"1202";2021-07-31;"A";"2";1,7289;"DI+"
"1203";2021-07-31;"A";"3";1,8345;"DI+"
"1204";2021-07-31;"A";"4";1,8919;"DI+"
"1205";2021-07-31;"A";"5";1,9271;"DI+"
"1206";2021-07-31;"A";"6";1,9508;"DI+"
"1207";2021-07-31;"A";"7";1,9676;"DI+"
"1208";2021-07-31;"A";"8";1,9803;"DI+"
"1209";2021-07-31;"A";"9";1,9902;"DI+"
"1210";2021-07-31;"A";"10";1,998;"DI+"
"1211";2021-07-31;"A";"11";2,0045;"DI+"
"1212";2021-07-31;"A";"12";2,0099;"DI+"
"1213";2021-07-31;"A";"13";2,0144;"DI+"
"1214";2021-07-31;"A";"14";2,0183;"DI+"
"1215";2021-07-31;"A";"15";2,0217;"DI+"
"1216";2021-08-31;"A";"1";1,4726;"DI+"
"1217";2021-08-31;"A";"2";1,6624;"DI+"
"1218";2021-08-31;"A";"3";1,781;"DI+"
"1219";2021-08-31;"A";"4";1,8585;"DI+"
"1220";2021-08-31;"A";"5";1,9113;"DI+"
"1221";2021-08-31;"A";"6";1,9488;"DI+"
"1222";2021-08-31;"A";"7";1,9765;"DI+"
"1223";2021-08-31;"A";"8";1,9976;"DI+"
"1224";2021-08-31;"A";"9";2,0141;"DI+"
"1225";2021-08-31;"A";"10";2,0274;"DI+"
"1226";2021-08-31;"A";"11";2,0383;"DI+"
"1227";2021-08-31;"A";"12";2,0474;"DI+"
"1228";2021-08-31;"A";"13";2,0551;"DI+"
"1229";2021-08-31;"A";"14";2,0617;"DI+"
"1230";2021-08-31;"A";"15";2,0674;"DI+"
"1231";2021-09-30;"A";"1";1,4518;"DI+"
"1232";2021-09-30;"A";"2";1,6077;"DI+"
"1233";2021-09-30;"A";"3";1,7191;"DI+"
"1234";2021-09-30;"A";"4";1,8004;"DI+"
"1235";2021-09-30;"A";"5";1,8609;"DI+"
"1236";2021-09-30;"A";"6";1,9068;"DI+"
"1237";2021-09-30;"A";"7";1,9423;"DI+"
"1238";2021-09-30;"A";"8";1,9703;"DI+"
"1239";2021-09-30;"A";"9";1,9928;"DI+"
"1240";2021-09-30;"A";"10";2,0111;"DI+"
"1241";2021-09-30;"A";"11";2,0263;"DI+"
"1242";2021-09-30;"A";"12";2,0391;"DI+"
"1243";2021-09-30;"A";"13";2,05;"DI+"
"1244";2021-09-30;"A";"14";2,0593;"DI+"
"1245";2021-09-30;"A";"15";2,0674;"DI+"
"1246";2021-10-31;"A";"1";1,4792;"DI+"
"1247";2021-10-31;"A";"2";1,6133;"DI+"
"1248";2021-10-31;"A";"3";1,6782;"DI+"
"1249";2021-10-31;"A";"4";1,7141;"DI+"
"1250";2021-10-31;"A";"5";1,7363;"DI+"
"1251";2021-10-31;"A";"6";1,7511;"DI+"
"1252";2021-10-31;"A";"7";1,7618;"DI+"
"1253";2021-10-31;"A";"8";1,7698;"DI+"
"1254";2021-10-31;"A";"9";1,776;"DI+"
"1255";2021-10-31;"A";"10";1,781;"DI+"
"1256";2021-10-31;"A";"11";1,785;"DI+"
"1257";2021-10-31;"A";"12";1,7884;"DI+"
"1258";2021-10-31;"A";"13";1,7913;"DI+"
"1259";2021-10-31;"A";"14";1,7938;"DI+"
"1260";2021-10-31;"A";"15";1,7959;"DI+"
"1261";2021-11-30;"A";"1";1,4152;"DI+"
"1262";2021-11-30;"A";"2";1,5871;"DI+"
"1263";2021-11-30;"A";"3";1,6681;"DI+"
"1264";2021-11-30;"A";"4";1,7122;"DI+"
"1265";2021-11-30;"A";"5";1,7393;"DI+"
"1266";2021-11-30;"A";"6";1,7574;"DI+"
"1267";2021-11-30;"A";"7";1,7704;"DI+"
"1268";2021-11-30;"A";"8";1,7802;"DI+"
"1269";2021-11-30;"A";"9";1,7877;"DI+"
"1270";2021-11-30;"A";"10";1,7938;"DI+"
"1271";2021-11-30;"A";"11";1,7988;"DI+"
"1272";2021-11-30;"A";"12";1,8029;"DI+"
"1273";2021-11-30;"A";"13";1,8064;"DI+"
"1274";2021-11-30;"A";"14";1,8094;"DI+"
"1275";2021-11-30;"A";"15";1,812;"DI+"
"1276";2021-12-31;"A";"1";1,4638;"DI+"
"1277";2021-12-31;"A";"2";1,573;"DI+"
"1278";2021-12-31;"A";"3";1,6169;"DI+"
"1279";2021-12-31;"A";"4";1,6395;"DI+"
"1280";2021-12-31;"A";"5";1,6531;"DI+"
"1281";2021-12-31;"A";"6";1,6622;"DI+"
"1282";2021-12-31;"A";"7";1,6687;"DI+"
"1283";2021-12-31;"A";"8";1,6736;"DI+"
"1284";2021-12-31;"A";"9";1,6773;"DI+"
"1285";2021-12-31;"A";"10";1,6804;"DI+"
"1286";2021-12-31;"A";"11";1,6828;"DI+"
"1287";2021-12-31;"A";"12";1,6849;"DI+"
"1288";2021-12-31;"A";"13";1,6866;"DI+"
"1289";2021-12-31;"A";"14";1,6881;"DI+"
"1290";2021-12-31;"A";"15";1,6894;"DI+"
"1291";2022-01-31;"A";"1";1,5654;"DI+"
"1292";2022-01-31;"A";"2";1,6905;"DI+"
"1293";2022-01-31;"A";"3";1,7372;"DI+"
"1294";2022-01-31;"A";"4";1,7607;"DI+"
"1295";2022-01-31;"A";"5";1,7749;"DI+"
"1296";2022-01-31;"A";"6";1,7843;"DI+"
"1297";2022-01-31;"A";"7";1,7911;"DI+"
"1298";2022-01-31;"A";"8";1,7961;"DI+"
"1299";2022-01-31;"A";"9";1,8001;"DI+"
"1300";2022-01-31;"A";"10";1,8032;"DI+"
"1301";2022-01-31;"A";"11";1,8058;"DI+"
"1302";2022-01-31;"A";"12";1,8079;"DI+"
"1303";2022-01-31;"A";"13";1,8097;"DI+"
"1304";2022-01-31;"A";"14";1,8113;"DI+"
"1305";2022-01-31;"A";"15";1,8126;"DI+"
"1306";2022-02-28;"A";"1";1,4776;"DI+"
"1307";2022-02-28;"A";"2";1,5767;"DI+"
"1308";2022-02-28;"A";"3";1,6169;"DI+"
"1309";2022-02-28;"A";"4";1,6376;"DI+"
"1310";2022-02-28;"A";"5";1,6501;"DI+"
"1311";2022-02-28;"A";"6";1,6584;"DI+"
"1312";2022-02-28;"A";"7";1,6644;"DI+"
"1313";2022-02-28;"A";"8";1,6688;"DI+"
"1314";2022-02-28;"A";"9";1,6723;"DI+"
"1315";2022-02-28;"A";"10";1,6751;"DI+"
"1316";2022-02-28;"A";"11";1,6774;"DI+"
"1317";2022-02-28;"A";"12";1,6793;"DI+"
"1318";2022-02-28;"A";"13";1,6809;"DI+"
"1319";2022-02-28;"A";"14";1,6822;"DI+"
"1320";2022-02-28;"A";"15";1,6834;"DI+"
"1321";2022-03-31;"A";"1";1,3665;"DI+"
"1322";2022-03-31;"A";"2";1,5307;"DI+"
"1323";2022-03-31;"A";"3";1,5995;"DI+"
"1324";2022-03-31;"A";"4";1,6353;"DI+"
"1325";2022-03-31;"A";"5";1,6569;"DI+"
"1326";2022-03-31;"A";"6";1,6713;"DI+"
"1327";2022-03-31;"A";"7";1,6816;"DI+"
"1328";2022-03-31;"A";"8";1,6893;"DI+"
"1329";2022-03-31;"A";"9";1,6953;"DI+"
"1330";2022-03-31;"A";"10";1,7001;"DI+"
"1331";2022-03-31;"A";"11";1,704;"DI+"
"1332";2022-03-31;"A";"12";1,7073;"DI+"
"1333";2022-03-31;"A";"13";1,71;"DI+"
"1334";2022-03-31;"A";"14";1,7124;"DI+"
"1335";2022-03-31;"A";"15";1,7145;"DI+"
"1336";2022-04-30;"A";"1";1,3453;"DI+"
"1337";2022-04-30;"A";"2";1,5285;"DI+"
"1338";2022-04-30;"A";"3";1,6707;"DI+"
"1339";2022-04-30;"A";"4";1,782;"DI+"
"1340";2022-04-30;"A";"5";1,8702;"DI+"
"1341";2022-04-30;"A";"6";1,9409;"DI+"
"1342";2022-04-30;"A";"7";1,9981;"DI+"
"1343";2022-04-30;"A";"8";2,0448;"DI+"
"1344";2022-04-30;"A";"9";2,0835;"DI+"
"1345";2022-04-30;"A";"10";2,1159;"DI+"
"1346";2022-04-30;"A";"11";2,1431;"DI+"
"1347";2022-04-30;"A";"12";2,1664;"DI+"
"1348";2022-04-30;"A";"13";2,1863;"DI+"
"1349";2022-04-30;"A";"14";2,2036;"DI+"
"1350";2022-04-30;"A";"15";2,2187;"DI+"
"1351";2022-05-31;"A";"1";1,3105;"DI+"
"1352";2022-05-31;"A";"2";1,4929;"DI+"
"1353";2022-05-31;"A";"3";1,6387;"DI+"
"1354";2022-05-31;"A";"4";1,7561;"DI+"
"1355";2022-05-31;"A";"5";1,8514;"DI+"
"1356";2022-05-31;"A";"6";1,9295;"DI+"
"1357";2022-05-31;"A";"7";1,9939;"DI+"
"1358";2022-05-31;"A";"8";2,0475;"DI+"
"1359";2022-05-31;"A";"9";2,0925;"DI+"
"1360";2022-05-31;"A";"10";2,1305;"DI+"
"1361";2022-05-31;"A";"11";2,163;"DI+"
"1362";2022-05-31;"A";"12";2,1909;"DI+"
"1363";2022-05-31;"A";"13";2,215;"DI+"
"1364";2022-05-31;"A";"14";2,2361;"DI+"
"1365";2022-05-31;"A";"15";2,2545;"DI+"
"1366";2020-01-31;"AAA";"1";1,749203;"IPCA+"
"1367";2020-01-31;"AAA";"2";2,340661;"IPCA+"
"1368";2020-01-31;"AAA";"3";2,94154;"IPCA+"
"1369";2020-01-31;"AAA";"4";3,365702;"IPCA+"
"1370";2020-01-31;"AAA";"5";3,673767;"IPCA+"
"1371";2020-01-31;"AAA";"6";3,910668;"IPCA+"
"1372";2020-01-31;"AAA";"7";4,101203;"IPCA+"
"1373";2020-01-31;"AAA";"8";4,259165;"IPCA+"
"1374";2020-01-31;"AAA";"9";4,392959;"IPCA+"
"1375";2020-01-31;"AAA";"10";4,507928;"IPCA+"
"1376";2020-01-31;"AAA";"11";4,607852;"IPCA+"
"1377";2020-01-31;"AAA";"12";4,695076;"IPCA+"
"1378";2020-01-31;"AAA";"13";4,771705;"IPCA+"
"1379";2020-01-31;"AAA";"14";4,839219;"IPCA+"
"1380";2020-01-31;"AAA";"15";4,898697;"IPCA+"
"1381";2020-02-29;"AAA";"1";1,459974;"IPCA+"
"1382";2020-02-29;"AAA";"2";2,147177;"IPCA+"
"1383";2020-02-29;"AAA";"3";2,814446;"IPCA+"
"1384";2020-02-29;"AAA";"4";3,284664;"IPCA+"
"1385";2020-02-29;"AAA";"5";3,629413;"IPCA+"
"1386";2020-02-29;"AAA";"6";3,896895;"IPCA+"
"1387";2020-02-29;"AAA";"7";4,113458;"IPCA+"
"1388";2020-02-29;"AAA";"8";4,293717;"IPCA+"
"1389";2020-02-29;"AAA";"9";4,446958;"IPCA+"
"1390";2020-02-29;"AAA";"10";4,578897;"IPCA+"
"1391";2020-02-29;"AAA";"11";4,693576;"IPCA+"
"1392";2020-02-29;"AAA";"12";4,794019;"IPCA+"
"1393";2020-02-29;"AAA";"13";4,882397;"IPCA+"
"1394";2020-02-29;"AAA";"14";4,960255;"IPCA+"
"1395";2020-02-29;"AAA";"15";5,02915;"IPCA+"
"1396";2020-03-31;"AAA";"1";3,781374;"IPCA+"
"1397";2020-03-31;"AAA";"2";4,488355;"IPCA+"
"1398";2020-03-31;"AAA";"3";5,293572;"IPCA+"
"1399";2020-03-31;"AAA";"4";5,85233;"IPCA+"
"1400";2020-03-31;"AAA";"5";6,26699;"IPCA+"
"1401";2020-03-31;"AAA";"6";6,590483;"IPCA+"
"1402";2020-03-31;"AAA";"7";6,848961;"IPCA+"
"1403";2020-03-31;"AAA";"8";7,058678;"IPCA+"
"1404";2020-03-31;"AAA";"9";7,230711;"IPCA+"
"1405";2020-03-31;"AAA";"10";7,37329;"IPCA+"
"1406";2020-03-31;"AAA";"11";7,492623;"IPCA+"
"1407";2020-03-31;"AAA";"12";7,593735;"IPCA+"
"1408";2020-03-31;"AAA";"13";7,680022;"IPCA+"
"1409";2020-03-31;"AAA";"14";7,754506;"IPCA+"
"1410";2020-03-31;"AAA";"15";7,819344;"IPCA+"
"1411";2020-04-30;"AAA";"1";4,236712;"IPCA+"
"1412";2020-04-30;"AAA";"2";4,612254;"IPCA+"
"1413";2020-04-30;"AAA";"3";5,337674;"IPCA+"
"1414";2020-04-30;"AAA";"4";5,843467;"IPCA+"
"1415";2020-04-30;"AAA";"5";6,207618;"IPCA+"
"1416";2020-04-30;"AAA";"6";6,488601;"IPCA+"
"1417";2020-04-30;"AAA";"7";6,716469;"IPCA+"
"1418";2020-04-30;"AAA";"8";6,906642;"IPCA+"
"1419";2020-04-30;"AAA";"9";7,068582;"IPCA+"
"1420";2020-04-30;"AAA";"10";7,207966;"IPCA+"
"1421";2020-04-30;"AAA";"11";7,328864;"IPCA+"
"1422";2020-04-30;"AAA";"12";7,434252;"IPCA+"
"1423";2020-04-30;"AAA";"13";7,526191;"IPCA+"
"1424";2020-04-30;"AAA";"14";7,606482;"IPCA+"
"1425";2020-04-30;"AAA";"15";7,676489;"IPCA+"
"1426";2020-05-31;"AAA";"1";2,833288;"IPCA+"
"1427";2020-05-31;"AAA";"2";3,597237;"IPCA+"
"1428";2020-05-31;"AAA";"3";4,243753;"IPCA+"
"1429";2020-05-31;"AAA";"4";4,851918;"IPCA+"
"1430";2020-05-31;"AAA";"5";5,380348;"IPCA+"
"1431";2020-05-31;"AAA";"6";5,81655;"IPCA+"
"1432";2020-05-31;"AAA";"7";6,169149;"IPCA+"
"1433";2020-05-31;"AAA";"8";6,453118;"IPCA+"
"1434";2020-05-31;"AAA";"9";6,683058;"IPCA+"
"1435";2020-05-31;"AAA";"10";6,87123;"IPCA+"
"1436";2020-05-31;"AAA";"11";7,027044;"IPCA+"
"1437";2020-05-31;"AAA";"12";7,15784;"IPCA+"
"1438";2020-05-31;"AAA";"13";7,269008;"IPCA+"
"1439";2020-05-31;"AAA";"14";7,364374;"IPCA+"
"1440";2020-05-31;"AAA";"15";7,447142;"IPCA+"
"1441";2020-06-30;"AAA";"1";1,740814;"IPCA+"
"1442";2020-06-30;"AAA";"2";2,874245;"IPCA+"
"1443";2020-06-30;"AAA";"3";3,599701;"IPCA+"
"1444";2020-06-30;"AAA";"4";4,241594;"IPCA+"
"1445";2020-06-30;"AAA";"5";4,786249;"IPCA+"
"1446";2020-06-30;"AAA";"6";5,230783;"IPCA+"
"1447";2020-06-30;"AAA";"7";5,587755;"IPCA+"
"1448";2020-06-30;"AAA";"8";5,874162;"IPCA+"
"1449";2020-06-30;"AAA";"9";6,105541;"IPCA+"
"1450";2020-06-30;"AAA";"10";6,294622;"IPCA+"
"1451";2020-06-30;"AAA";"11";6,451042;"IPCA+"
"1452";2020-06-30;"AAA";"12";6,582317;"IPCA+"
"1453";2020-06-30;"AAA";"13";6,693879;"IPCA+"
"1454";2020-06-30;"AAA";"14";6,789613;"IPCA+"
"1455";2020-06-30;"AAA";"15";6,872671;"IPCA+"
"1456";2020-07-31;"AAA";"1";1,143367;"IPCA+"
"1457";2020-07-31;"AAA";"2";2,216413;"IPCA+"
"1458";2020-07-31;"AAA";"3";3,080544;"IPCA+"
"1459";2020-07-31;"AAA";"4";3,76589;"IPCA+"
"1460";2020-07-31;"AAA";"5";4,32199;"IPCA+"
"1461";2020-07-31;"AAA";"6";4,778779;"IPCA+"
"1462";2020-07-31;"AAA";"7";5,155903;"IPCA+"
"1463";2020-07-31;"AAA";"8";5,468334;"IPCA+"
"1464";2020-07-31;"AAA";"9";5,728331;"IPCA+"
"1465";2020-07-31;"AAA";"10";5,946177;"IPCA+"
"1466";2020-07-31;"AAA";"11";6,129975;"IPCA+"
"1467";2020-07-31;"AAA";"12";6,286167;"IPCA+"
"1468";2020-07-31;"AAA";"13";6,420227;"IPCA+"
"1469";2020-07-31;"AAA";"14";6,536063;"IPCA+"
